	C0045	C0062	Z0009	C0002	C0039	C0023	C0010	C0064	C0055	C0001	C0029	C0013	C0059	C0051	C0033	C0054	C0052	C0040	C0060	C0016	C0026	C0011	C0020	C0037	C0006	C0058	C0065	C0005	C0036	C0044	Z0017	C0041	C0007	C0050	C0004	C0043	C0066	C0048	C0027	C0031	C0025	C0047	C0061	C0014	C0056	C0019	C0018	C0053	C0042	Z0005	C0012	C0009	C0057	C0067	C0038	C0049	C0024	C0030	Z0022	C0034	Z0025	Z0016	Z0014	C0003	Z0027	C0032	C0028	C0046	C0017	Z0013	C0035	Z0029	Z0004	C0021	Z0006	Z0023	Z0020	Z0010	Z0015	C0022	Z0031	Z0011	Z0019	C0008	Z0008	Z0030	Z0012	C0015	Z0007	Z0018	Z0032	Z0002	Z0021	C0063	Z0026
Z0017	0.299732937315	0.304449062999	0.336965955154	0.225848958383	0.493868753688	0.37102057951	0.284573307118	0.493436751022	0.746597672943	0.396823424424	0.398067634048	0.206755540963	0.392531720198	0.414638794132	0.371769765435	0.348205568598	0.477255219495	0.260594468525	0.512742238453	0.416225503046	0.410212271752	0.476563276391	0.225054182288	0.262915284858	0.221523943315	0.312427203774	0.280391516184	0.293290596893	0.365269255816	0.507579456785	0.0	0.406110761386	0.288473764708	0.377641392363	0.366130580677	0.436133357481	0.207045230665	0.353739193716	0.404664096752	0.5688787631	0.555146453388	0.251652438851	0.383293272305	0.301512138595	0.305940333723	0.28043814113	0.341426278703	0.417928730586	0.262591602207	0.291802538594	0.274572508615	0.420552657415	0.288620415977	0.248603012348	0.274521370474	0.235224097376	0.256684747375	0.439069859063	0.30315384856	0.351497722899	0.495667026424	0.224511524691	0.284091541349	0.351959615787	0.366907047297	0.5188198669	0.218763846162	0.411572145719	0.228379822037	0.205459133758	0.369615375415	0.354676054816	0.259903747556	0.285687656838	0.264936621063	0.232708446488	0.341738640428	0.27851550246	0.283466825489	0.555962725552	0.3452077346	0.241999049309	0.307719040279	0.322442753045	0.265888446901	0.403524967913	0.488721439336	0.485403886473	0.484508186943	0.618840682448	0.413131424059	0.383274294947	0.721735118198	0.53300982006	0.467421440257
C0041	0.186665241614	0.473243109351	0.268335872581	0.315585227792	0.509344299528	0.268822358749	0.325290572537	0.548356020977	0.776336649833	0.254317908985	0.176580954761	0.333980542236	0.467096650896	0.373547465889	0.129688191588	0.151893689862	0.224569496571	0.231421261496	0.560697869863	0.127840530009	0.586960656531	0.550132989208	0.292405302217	0.31097197957	0.352826451013	0.357354228909	0.439401692627	0.258684461216	0.180053938121	0.248479787358	0.406110761386	0.0	0.246064323534	0.221460103531	0.458102681991	0.268374492584	0.405788400936	0.192089555579	0.141894042316	0.373079572591	0.299997929723	0.244892339589	0.208307598214	0.434457712509	0.268844505343	0.407073014194	0.136252427835	0.318236678539	0.324706448355	0.392839312636	0.453478768021	0.221378503982	0.276083678699	0.345790090904	0.212683106161	0.315796501515	0.290960632077	0.127621906863	0.319675016214	0.234355900088	0.341697690183	0.355878519483	0.291739152092	0.168280608155	0.15743370223	0.364832398065	0.316308474297	0.121547705066	0.393550348201	0.298008952596	0.409685468297	0.368906100154	0.263764005635	0.32739050715	0.230367328159	0.379091205539	0.177090529466	0.269641235447	0.272096118279	0.555243390831	0.146322616023	0.291963890701	0.220140592207	0.194991419382	0.409152082954	0.191337886944	0.335436579129	0.570046211259	0.233625244272	0.458056092712	0.433913062928	0.238415566934	0.734506893839	0.554123629259	0.228154047584
C0007	0.195740085588	0.328909951624	0.265187523934	0.217465254904	0.416359523053	0.182839313621	0.198894274095	0.471170634746	0.696129120727	0.226645479088	0.286345836479	0.208827465313	0.304535615863	0.342973197775	0.234480426951	0.170457406305	0.290356532348	0.136554585083	0.421370473659	0.281055954495	0.405832134389	0.389463178459	0.155912154059	0.173106862361	0.186273841901	0.225222171602	0.281474638775	0.207233352785	0.180441077029	0.357844763702	0.288473764708	0.246064323534	0.0	0.331567575791	0.363085769027	0.276521884536	0.288105509542	0.21508479932	0.263819001648	0.471217606188	0.450648289638	0.132004694594	0.196571579395	0.364242300781	0.211108557759	0.256521784063	0.162844568072	0.305700017543	0.173160596991	0.307084818457	0.358820618729	0.311935492514	0.194409520493	0.232347542927	0.182871884536	0.165003379937	0.172294537239	0.249900776142	0.297336790176	0.240866483906	0.436123373288	0.2285169571	0.24245353676	0.152597567912	0.263819039281	0.471124320344	0.228712897773	0.235975739195	0.268644659508	0.239678056393	0.355954269567	0.325962718622	0.170659868162	0.225761841476	0.180602329488	0.291671000388	0.307631964716	0.245409517304	0.224804691146	0.480689647216	0.229624641965	0.244723944627	0.175549761841	0.217003943437	0.313019422858	0.33223529226	0.431842916379	0.470524096008	0.373114419223	0.555681251927	0.361241231853	0.268054134495	0.692263001967	0.4891542725	0.33482483047
C0050	0.286340328195	0.533121928644	0.226956846063	0.379715920792	0.606212496696	0.381520294971	0.228657830338	0.621073615409	0.858960017987	0.354550219014	0.155708605974	0.41167405057	0.547667672252	0.449315424819	0.203007871373	0.262403164286	0.285544794085	0.319053684286	0.664686307482	0.209506730676	0.656987149908	0.646681469155	0.374667232146	0.360555369698	0.43308505809	0.45702168711	0.475770278127	0.269754568208	0.276014515528	0.308141714799	0.377641392363	0.221460103531	0.331567575791	0.0	0.52276262559	0.347148156105	0.455735947658	0.285967560204	0.19497435298	0.252540642151	0.337707518521	0.339938370976	0.307669220454	0.347182634848	0.287517493861	0.481287133719	0.221512010358	0.225764748354	0.407532204068	0.463090351438	0.33929408259	0.226354049504	0.370321955436	0.421092549574	0.295226225712	0.337448210618	0.413642135467	0.242339318676	0.407476993139	0.287650924913	0.191970719415	0.421581032531	0.388375708957	0.263675496251	0.214684642534	0.216905484273	0.411295146686	0.225975788147	0.470510088116	0.335526412044	0.350361878859	0.23430156223	0.346852567207	0.242912958117	0.315382791437	0.466229233426	0.21481228054	0.266872287385	0.344364983886	0.659261136542	0.220640134891	0.377964008932	0.283505167715	0.290398354248	0.252564138378	0.233477000755	0.17763812714	0.651147362098	0.329867422795	0.305407168796	0.293126072975	0.340628456356	0.803534778043	0.647773767313	0.289755241597
C0004	0.410854968637	0.307598726257	0.429089794746	0.320859783757	0.275667623667	0.347233796043	0.36649220175	0.329958286391	0.730834595951	0.385967503193	0.474621295786	0.364108276979	0.333732505608	0.394524958284	0.417629966296	0.387381330762	0.495600300471	0.399830816404	0.367960944527	0.512282517465	0.43497743317	0.413238155491	0.352864626795	0.328827408994	0.379028497257	0.294734280326	0.317391668828	0.349076889569	0.388934782821	0.543196869049	0.366130580677	0.458102681991	0.363085769027	0.52276262559	0.0	0.422277793599	0.348644975125	0.447937622801	0.505897475667	0.654115259375	0.585017832298	0.373066975468	0.395343420114	0.4139292742	0.38914500103	0.352159140744	0.414450475162	0.50176671772	0.367644402488	0.513426148648	0.377897589456	0.488705852468	0.377703051803	0.347440868668	0.410575310945	0.400782653388	0.339490560399	0.428673307891	0.400014309332	0.328107078847	0.593522924452	0.34805712369	0.346957796272	0.398727050795	0.411574499534	0.592316838976	0.360156198691	0.430592509668	0.377930093421	0.401051622578	0.401125448499	0.538115211283	0.419051078991	0.424150310768	0.421593988517	0.429560808692	0.519075315787	0.481051726792	0.304049135931	0.389963979581	0.426659416299	0.373063374014	0.352080480068	0.426630207193	0.472902156996	0.460962234919	0.608757679152	0.349647299816	0.477810957792	0.666972103451	0.456564697911	0.379654740988	0.606688981675	0.350354387355	0.465093805589
C0043	0.242381182287	0.470970954761	0.292345891307	0.319399799054	0.381680317303	0.207308114588	0.327883106693	0.49087700192	0.754782404976	0.20964939158	0.297518875126	0.387997044283	0.474533556961	0.236608904786	0.240957153618	0.176081004731	0.242283299133	0.273122757429	0.462708540216	0.311736189995	0.567823943969	0.549538297804	0.316423914731	0.305067001019	0.378712692042	0.29802363936	0.474591426293	0.281560743518	0.19205611876	0.312802004147	0.436133357481	0.268374492584	0.276521884536	0.347148156105	0.422277793599	0.0	0.42683795811	0.280381801605	0.307764084312	0.440001658604	0.378918342503	0.28677655627	0.190193098187	0.401133139652	0.294876078358	0.448740975493	0.234465345808	0.344903538355	0.35498750731	0.453677320185	0.432995073283	0.265400783726	0.303788980915	0.360423673383	0.256645974696	0.350928934666	0.348407642869	0.240555232045	0.317187178247	0.172448795409	0.382099276274	0.330735766839	0.239075221413	0.225095874754	0.269406701734	0.400510136622	0.337784614853	0.221342072192	0.400507112859	0.352912229844	0.407321721378	0.384782488438	0.327271112115	0.348941696348	0.258807183563	0.424525484816	0.328634773378	0.318289777258	0.27378312568	0.448586489698	0.234169878794	0.272082868822	0.267224854606	0.272309877731	0.414217784468	0.270915221847	0.408543968423	0.470270153634	0.311157066078	0.452789038329	0.367719828315	0.293956330706	0.540646041146	0.409440779863	0.156025007225
C0066	0.294708420073	0.20642747754	0.378838017788	0.209880335442	0.436234089235	0.372482433714	0.339317359524	0.434674978645	0.707498698102	0.378145768262	0.464724988039	0.197079997342	0.327817819893	0.430132336127	0.393751476789	0.345742527776	0.474251780873	0.27536699697	0.451611248737	0.43273720908	0.348421154644	0.401449979799	0.222403301792	0.268890599423	0.231572512891	0.276379399819	0.242662551167	0.324428092663	0.365604700441	0.517789929828	0.207045230665	0.405788400936	0.288105509542	0.455735947658	0.348644975125	0.42683795811	0.0	0.349586901281	0.424390766041	0.630250279624	0.584426239962	0.250647681144	0.370413683483	0.323617554622	0.28753475307	0.228452698953	0.343201686779	0.461728977194	0.268187156983	0.342944671735	0.283422619171	0.443599578926	0.294187383446	0.212725639785	0.270925676466	0.274684932221	0.262316625379	0.436005788103	0.357027867737	0.362277459103	0.53816363765	0.263073850407	0.299969664558	0.352729818191	0.384166032715	0.564409079262	0.234955451597	0.403725990644	0.201353771198	0.249087521788	0.441696224157	0.431430545957	0.291488678964	0.320786672692	0.285649281803	0.302421232844	0.393202482001	0.357677993195	0.289592960615	0.505595982846	0.38182214768	0.268919053337	0.310375428739	0.366550559779	0.356916580769	0.456831944409	0.52673410026	0.444861181755	0.509648539684	0.64558940354	0.480341199991	0.400755155451	0.677285171974	0.470729467865	0.445042654889
C0048	0.195655452129	0.421551524108	0.254670095079	0.284145025251	0.501516496726	0.260615110659	0.281844134283	0.523840933713	0.680008289299	0.254774724861	0.279182762745	0.314860421562	0.431824067301	0.367855131426	0.201953420728	0.19756732178	0.325723969486	0.212465094891	0.545885717931	0.227705814683	0.548565972038	0.523445922598	0.270704324597	0.244138415899	0.332843985966	0.345763061507	0.368028597629	0.227388118993	0.19390959226	0.345616325023	0.353739193716	0.192089555579	0.21508479932	0.285967560204	0.447937622801	0.280381801605	0.349586901281	0.0	0.222617003881	0.466705927915	0.386247280648	0.200078818245	0.216597607783	0.396291235979	0.239662145553	0.358968101643	0.166528857052	0.303301782468	0.295063445325	0.33021209824	0.389053916981	0.30174366152	0.24613750731	0.323871297113	0.180021736218	0.220962098772	0.307004721705	0.244331009516	0.324481794695	0.244502146652	0.391947571151	0.32984721918	0.285995083728	0.188207117644	0.18699617822	0.442574193291	0.300442495348	0.244187218649	0.34531474297	0.261639986734	0.369190054848	0.326148485461	0.218836283026	0.278157505715	0.204480146723	0.357912532251	0.256092860416	0.262901751635	0.263230257265	0.551665790734	0.226718995269	0.274795501733	0.206192402849	0.219170026049	0.351913313589	0.286736639215	0.396474445803	0.548926369146	0.325106615278	0.535857297858	0.40039839295	0.242609641894	0.727688225506	0.553810002658	0.308092614187
C0027	0.227807512094	0.488608751263	0.29325502141	0.344807753442	0.555622447275	0.317707481246	0.340095152305	0.601985168955	0.806356197438	0.292248378209	0.160582885014	0.363705970443	0.494804662697	0.414730821583	0.159498192037	0.20029476955	0.206199710276	0.269593223114	0.610409403009	0.129563265111	0.608090783052	0.581258576896	0.314142827601	0.319795483933	0.384879301473	0.408259824039	0.456820307799	0.262864482955	0.218424930094	0.22309972835	0.404664096752	0.141894042316	0.263819001648	0.19497435298	0.505897475667	0.307764084312	0.424390766041	0.222617003881	0.0	0.336940850035	0.285770615182	0.270002360853	0.25785720908	0.434841728776	0.260659788422	0.421792568178	0.154478224975	0.312281945138	0.341084224656	0.388994231035	0.442596766836	0.178706589067	0.303134148636	0.386313381	0.245403705279	0.30884132901	0.342835791824	0.166952845675	0.368332518207	0.280071756347	0.298398191987	0.368058837914	0.331263504333	0.212169995747	0.1641184543	0.347877480729	0.364112191803	0.163007856573	0.425423895061	0.312491344138	0.417592902854	0.339960798469	0.281218859178	0.325179534315	0.266877791718	0.415427244503	0.179951743613	0.29508596619	0.322755769709	0.606246114426	0.173248485461	0.332341537732	0.258405309128	0.204273703684	0.412243757456	0.192870434536	0.298067593429	0.617573178991	0.28788008612	0.42756850194	0.444093722131	0.290094405083	0.76471104407	0.596490365212	0.264903330468
C0031	0.445286016692	0.691245882197	0.347568167249	0.539123254479	0.704345876618	0.495997465371	0.398408728935	0.768558201957	0.978529270108	0.475034557493	0.272677148477	0.571557861889	0.677090539578	0.580121682122	0.356885547467	0.396149681569	0.277217402584	0.467994555845	0.768084508532	0.381834113551	0.797041835628	0.766631008453	0.522841909521	0.515492505303	0.562412480464	0.575292309819	0.646164282601	0.44267111373	0.421260216363	0.33085373877	0.5688787631	0.373079572591	0.471217606188	0.252540642151	0.654115259375	0.440001658604	0.630250279624	0.466705927915	0.336940850035	0.0	0.405317730282	0.484948562012	0.438592165754	0.512877747594	0.48378791186	0.635883360268	0.375753070012	0.28366127266	0.544108531179	0.650314496305	0.524511017706	0.27021770034	0.510909342406	0.576646096433	0.45390783212	0.500152192334	0.526566329807	0.341224320344	0.550859529531	0.445650793642	0.155180328525	0.571830802722	0.531174759981	0.396662367764	0.412170472183	0.193158533837	0.565451904205	0.343500860135	0.629981974377	0.55036138368	0.522806553509	0.314005734411	0.517529530062	0.381511252459	0.467613504333	0.619630429689	0.398164855679	0.411952643666	0.489835409593	0.747534920722	0.343269738451	0.548820072208	0.477156398916	0.415116825793	0.402680646134	0.361552624291	0.146979807028	0.775407193663	0.483654449524	0.181237014513	0.396637165763	0.503444817762	0.899318634841	0.749792162564	0.428185807234
C0025	0.401215529828	0.651368847679	0.435804824429	0.518247537977	0.680940901865	0.432536332942	0.496102770937	0.702351927836	0.922903316491	0.374061462494	0.333366901111	0.553234832312	0.662390301253	0.4611275703	0.274832964539	0.368524678024	0.259550218166	0.439689008629	0.732960615971	0.300348491031	0.780118312253	0.758966261987	0.507880423291	0.477109676355	0.555767636531	0.527225716941	0.638785313482	0.43285852085	0.368037658592	0.126121549433	0.555146453388	0.299997929723	0.450648289638	0.337707518521	0.585017832298	0.378918342503	0.584426239962	0.386247280648	0.285770615182	0.405317730282	0.0	0.460701358779	0.37735747448	0.601061427461	0.436211622052	0.617207819364	0.337556119773	0.491657969886	0.533651519884	0.556404798181	0.570824993269	0.225777842565	0.475277654078	0.548022956694	0.401521284074	0.503258218185	0.509251746136	0.264313826874	0.471781711058	0.329905929758	0.401745907245	0.556475440906	0.488497242983	0.358948428382	0.292359295782	0.410984106894	0.543993081051	0.30017585435	0.586148681126	0.444538356424	0.472375103717	0.517088547835	0.460611295121	0.525470528274	0.424984009021	0.571828182771	0.35336326824	0.467695385632	0.404289120718	0.717621118064	0.323953472479	0.495891876732	0.395469379234	0.390761325976	0.537393412479	0.208916120577	0.425158762513	0.700816820357	0.329444949007	0.387671884171	0.480274388646	0.387221905319	0.774634093871	0.681200789551	0.283396630319
C0047	0.171548910744	0.30041908511	0.256768755705	0.187860313646	0.440445531188	0.225248995859	0.225041054702	0.452111397795	0.687814534049	0.258261776096	0.307231096699	0.203557508904	0.345038991016	0.332082789863	0.230527184397	0.18550363617	0.328759116474	0.14318049067	0.460219334964	0.295301189198	0.43924647334	0.418382198714	0.112296196906	0.173275360555	0.212483694115	0.264299153687	0.3030038116	0.209856758879	0.202808444527	0.384306369677	0.251652438851	0.244892339589	0.132004694594	0.339938370976	0.373066975468	0.28677655627	0.250647681144	0.200078818245	0.270002360853	0.484948562012	0.460701358779	0.0	0.230911711764	0.325185400564	0.223189569401	0.262066252193	0.186600087183	0.328448075062	0.194634748817	0.264143515496	0.343528160534	0.328642813638	0.167620675137	0.202878039445	0.165458822497	0.147393580884	0.164475037478	0.270801804795	0.263820823454	0.250384163918	0.419117681545	0.230977520068	0.210577704003	0.196675742916	0.253722475163	0.475354171495	0.179204595715	0.24540981766	0.2392823667	0.193299424502	0.36098571145	0.318608954867	0.140060063261	0.19638523683	0.165699915475	0.267787218177	0.288712439262	0.238014376694	0.17706619874	0.486805929875	0.230730894158	0.203911269744	0.185964298549	0.205590393387	0.30294016582	0.339763616345	0.426631155707	0.47521027165	0.381266340439	0.570540966456	0.386690283258	0.273310671496	0.67473717931	0.488528259529	0.351389767824
C0061	0.185138930945	0.420696579661	0.250465770092	0.25802305938	0.408445654079	0.201715434255	0.247729194089	0.469692674028	0.720584966775	0.204158724551	0.237131702196	0.288456233587	0.387500787305	0.319315554283	0.180761358465	0.154382712774	0.24589502472	0.182001957365	0.478464207113	0.254885462761	0.449204129499	0.473632071129	0.251732527245	0.230742591444	0.29370448461	0.247177816703	0.398553619159	0.206981336499	0.13024849503	0.302968264845	0.383293272305	0.208307598214	0.196571579395	0.307669220454	0.395343420114	0.190193098187	0.370413683483	0.216597607783	0.25785720908	0.438592165754	0.37735747448	0.230911711764	0.0	0.341902553825	0.22500451757	0.34994569773	0.157386795492	0.310141056297	0.268188144703	0.399490766041	0.40871329147	0.266449832203	0.248749451385	0.297624144915	0.201801033438	0.275151168997	0.262363471373	0.188014350114	0.305977357929	0.190515234071	0.390078669306	0.304175977885	0.25793032481	0.141100150444	0.22032292182	0.42032989049	0.293700791027	0.186869275956	0.380085161342	0.29028536652	0.368788194857	0.356892686194	0.247807949604	0.293093097656	0.183159743767	0.366588310555	0.284782236407	0.263149170698	0.225581667971	0.430577018651	0.195376847589	0.28016546625	0.191738047419	0.211146616342	0.371233526575	0.274614780716	0.393189804901	0.516138728935	0.315587075647	0.487135305406	0.380589068324	0.258878854743	0.653999104248	0.492172771251	0.259180928287
C0014	0.343342224762	0.382642895115	0.304691665005	0.259992116847	0.482199111213	0.405014572076	0.238918658763	0.485530454123	0.793030863325	0.405376792378	0.385895496784	0.32588097443	0.453591845729	0.455954740346	0.395773352029	0.364685328265	0.48929964542	0.348216959226	0.552662033916	0.443284674924	0.476820008506	0.51202989049	0.303042168412	0.318407136508	0.347102033916	0.34452740471	0.371783694115	0.284848288299	0.354356118229	0.546160143001	0.301512138595	0.434457712509	0.364242300781	0.347182634848	0.4139292742	0.401133139652	0.323617554622	0.396291235979	0.434841728776	0.512877747594	0.601061427461	0.325185400564	0.341902553825	0.0	0.310528827814	0.387220811227	0.36695186593	0.361661423104	0.344549054808	0.451004589868	0.243360456375	0.449439554158	0.354016965074	0.319580279092	0.343358992079	0.326949809154	0.359879020786	0.453234608474	0.394622239115	0.36806538498	0.434483854405	0.325381421509	0.336353999256	0.377187522726	0.395811264724	0.456738546063	0.30665785232	0.418095980543	0.359481990856	0.34235753165	0.39737533146	0.341557693903	0.359262389028	0.243949136144	0.353989723034	0.395462783496	0.395575016073	0.334952462389	0.342984403789	0.443481026319	0.387634150231	0.330911044066	0.308332033916	0.408801398118	0.314015492307	0.471837462529	0.425637185689	0.549040169582	0.528116034235	0.529360726702	0.380686818622	0.411772519399	0.639137054383	0.548934004572	0.461685832468
C0056	0.204619433842	0.383207267025	0.263774026326	0.255308632715	0.481415158307	0.263903159602	0.213236737547	0.499270351392	0.779204641433	0.238768633356	0.283559528467	0.287759501887	0.418335476583	0.369938398509	0.232031469491	0.213404234225	0.35458037797	0.183749405135	0.542193030674	0.258489252033	0.495337684334	0.496044451119	0.244490040402	0.251548194676	0.31073429908	0.327279679443	0.34740370581	0.15769022264	0.212503451172	0.390322031258	0.305940333723	0.268844505343	0.211108557759	0.287517493861	0.38914500103	0.294876078358	0.28753475307	0.239662145553	0.260659788422	0.48378791186	0.436211622052	0.223189569401	0.22500451757	0.310528827814	0.0	0.332238648663	0.222074264526	0.357674152889	0.275147006007	0.336685898676	0.294518451078	0.309136407869	0.278865723779	0.291801008453	0.209966330339	0.229530874488	0.299291631492	0.298354231035	0.332682067939	0.227505537629	0.420380730559	0.303512118441	0.279351577269	0.231640596991	0.206578357582	0.430659702833	0.277294589336	0.275052131731	0.343328819839	0.21807616154	0.307539094245	0.339486638669	0.22861571421	0.251318673117	0.204179371644	0.344191232324	0.263741404736	0.266409677848	0.212901582959	0.54757367209	0.272462663335	0.263287069522	0.150368329701	0.248117100633	0.290598028965	0.32505403853	0.389321201425	0.536431828717	0.375099577907	0.478045065653	0.338193655058	0.219190867716	0.719811598001	0.531929499761	0.305639869277
C0019	0.313705784381	0.241995774813	0.439584846156	0.195360394982	0.366774928396	0.322085504903	0.348498154803	0.402995856047	0.736690296635	0.368713731045	0.441893037584	0.162443739833	0.211908224443	0.462630519788	0.382785470913	0.342762644729	0.467670595396	0.23345238637	0.34295187922	0.403412405507	0.248395818404	0.290124317155	0.242744228909	0.255383658259	0.151746518526	0.230581130721	0.216627268619	0.342777759981	0.328960124395	0.54227192228	0.28043814113	0.407073014194	0.256521784063	0.481287133719	0.352159140744	0.448740975493	0.228452698953	0.358968101643	0.421792568178	0.635883360268	0.617207819364	0.262066252193	0.34994569773	0.387220811227	0.332238648663	0.0	0.325121655946	0.499822642603	0.192116238903	0.338522094519	0.361542658744	0.497600459933	0.330113967891	0.212672444314	0.295328481208	0.293572422519	0.214375938547	0.412815490936	0.406959588539	0.411796798934	0.612602629351	0.218126176174	0.324255461166	0.325538347244	0.406238660506	0.646708613577	0.200417651374	0.40790130934	0.238395336239	0.288170335972	0.483268784354	0.496069427463	0.246104313434	0.347416002339	0.266594056669	0.257528491335	0.405489360087	0.339883049811	0.362436867201	0.453316174114	0.409530274839	0.245177190283	0.321837974058	0.386670181277	0.407398474253	0.500728128787	0.594840911169	0.432806834831	0.539610766041	0.738117663601	0.543290533497	0.400911764549	0.677139029823	0.444818101111	0.515369793216
C0018	0.145387800755	0.400211752166	0.228775341748	0.246834811546	0.452069053228	0.215710111573	0.235430818138	0.490735399304	0.724191764393	0.226397324331	0.185017539737	0.257819770347	0.378483503269	0.352996772421	0.116887827089	0.113080892031	0.210354479826	0.155481099888	0.496905331455	0.162306280899	0.493332232736	0.46585760034	0.212749292435	0.213399963344	0.269107296263	0.29552417309	0.371033919515	0.206896715875	0.10427612195	0.254111515603	0.341426278703	0.136252427835	0.162844568072	0.221512010358	0.414450475162	0.234465345808	0.343201686779	0.166528857052	0.154478224975	0.375753070012	0.337556119773	0.186600087183	0.157386795492	0.36695186593	0.222074264526	0.325121655946	0.0	0.267531145606	0.248432534156	0.348993114135	0.378349788211	0.220911380628	0.214436369146	0.276694363936	0.154773653182	0.243631553346	0.257098119717	0.146866580724	0.305970830365	0.210285569472	0.341283761739	0.288892680347	0.253701952581	0.114569158471	0.148411759988	0.376754317155	0.262440887247	0.133187841157	0.345284471852	0.250667539557	0.378819408411	0.29498026846	0.206719864441	0.257329896869	0.162897200043	0.331971223361	0.198599683341	0.221192690447	0.249304684336	0.504437926699	0.137357153261	0.250257592735	0.176887916645	0.16539047738	0.3395367092	0.222769223908	0.332292530434	0.52984104726	0.265649060124	0.468975971506	0.390295679101	0.262301960893	0.704636570092	0.521423289033	0.232367881439
C0053	0.301165928446	0.528630827176	0.245996733256	0.401322374143	0.561185003151	0.366176308825	0.252633570783	0.636473155862	0.788796692361	0.352177176192	0.261267470097	0.436420698527	0.547794479826	0.472406693156	0.312303292292	0.269919016533	0.348458951677	0.335964683962	0.637973319334	0.363759269045	0.648166902876	0.629119137739	0.364858835788	0.363862165308	0.433065672745	0.440484228377	0.467918744352	0.306905187517	0.298323070012	0.419239956408	0.417928730586	0.318236678539	0.305700017543	0.225764748354	0.50176671772	0.344903538355	0.461728977194	0.303301782468	0.312281945138	0.28366127266	0.491657969886	0.328448075062	0.310141056297	0.361661423104	0.357674152889	0.499822642603	0.267531145606	0.0	0.414326003934	0.50280334432	0.406121127125	0.333694530808	0.335893233746	0.440356578598	0.323217062889	0.314125381426	0.397562861624	0.325998211153	0.425545617458	0.33213902337	0.235328660881	0.439897546648	0.38684024188	0.279859609803	0.324012798479	0.27108293339	0.424823437882	0.289252633034	0.472580893094	0.409758943571	0.401473442349	0.171815383021	0.358166999628	0.232172968476	0.336071602254	0.495498883446	0.335845393021	0.295884804636	0.368351989811	0.615979925921	0.276417787996	0.413066589079	0.358155606826	0.28330257881	0.274919401929	0.375606864339	0.244614807825	0.651679144118	0.41644004306	0.361256345755	0.295984733751	0.418516362263	0.800830383286	0.623538876721	0.383296788325
C0042	0.237606756685	0.311061495402	0.331568943388	0.175644201797	0.391361819013	0.216818695856	0.238084181596	0.45746467331	0.747527247887	0.297522422537	0.35929706342	0.152523620222	0.251759384403	0.355540856112	0.300138609787	0.24359523045	0.385656090585	0.177579094679	0.360837231939	0.35279329807	0.343727398331	0.325401962681	0.180108240923	0.186866527502	0.144866143746	0.185882072192	0.267065127851	0.253373440163	0.242619291372	0.450773265642	0.262591602207	0.324706448355	0.173160596991	0.407532204068	0.367644402488	0.35498750731	0.268187156983	0.295063445325	0.341084224656	0.544108531179	0.533651519884	0.194634748817	0.268188144703	0.344549054808	0.275147006007	0.192116238903	0.248432534156	0.414326003934	0.0	0.313568114933	0.334479324178	0.408878493468	0.268225185264	0.194152877572	0.222014781245	0.213332587848	0.153160813885	0.316429795864	0.319877486045	0.312383489589	0.514546838529	0.161360672479	0.241479329648	0.246128731062	0.339144057427	0.545980164797	0.175975199086	0.295886826857	0.239776442507	0.255936651575	0.402910781899	0.411117961299	0.202854617511	0.266846910318	0.209396529158	0.229152518333	0.347848022868	0.277748227101	0.273949003069	0.465904165536	0.303903470842	0.194848119601	0.227288567328	0.286434795067	0.349828398575	0.40486672002	0.508722414013	0.451284327255	0.453150194567	0.628858096858	0.442095801645	0.320095540386	0.687374627612	0.483973859444	0.409840356793
Z0005	0.307956631226	0.382689014938	0.43584567794	0.314365083728	0.584090349851	0.378465524131	0.397633472436	0.598871520449	0.829039921854	0.400704111641	0.456113260858	0.276684301207	0.477456590825	0.456038443817	0.401701029846	0.374053906225	0.506498873531	0.273769754931	0.596412268354	0.373074689278	0.420093545266	0.557212924884	0.268555058742	0.319592645038	0.292541654351	0.41226647334	0.438417692308	0.369141190109	0.362906705651	0.517838055925	0.291802538594	0.392839312636	0.307084818457	0.463090351438	0.513426148648	0.453677320185	0.342944671735	0.33021209824	0.388994231035	0.650314496305	0.556404798181	0.264143515496	0.399490766041	0.451004589868	0.336685898676	0.338522094519	0.348993114135	0.50280334432	0.313568114933	0.0	0.436406302772	0.474701985122	0.351250111637	0.322393199192	0.285053741959	0.297064989634	0.322598566796	0.439723905162	0.377750316304	0.417632532673	0.577831047842	0.310822964223	0.35095407687	0.373671838286	0.351917848931	0.612455225666	0.27395463718	0.424545185796	0.250081088193	0.192359101036	0.460848405556	0.4516365265	0.247964323002	0.388273666472	0.256619023975	0.182331583447	0.327696529072	0.313938178194	0.360299340629	0.634025348237	0.399337794907	0.265707967765	0.321472845144	0.351565287332	0.316405567181	0.457949741324	0.575065287332	0.602707929935	0.501373696242	0.70217874701	0.51757996113	0.356317306956	0.780186943278	0.631992199245	0.485394667625
